 11 2000.089785 3.889E-31 2.472E+01.00840.161 6022.7923-.270.000000          0 2 0          0 1 0 21  2 20       20  1 19      3333308387659336 0    43.0   41.0
 11 2000.395260 9.745E-29 7.551E-01.03250.281 4265.97630.37-.005240          0 2 0          0 1 0 11  9  2       11  8  3      434233837294713152    69.0   69.0
 11 2000.397125 3.248E-29 7.550E-01.03250.281 4265.97440.37-.005240          0 2 0          0 1 0 11  9  3       11  8  4      434233837294713152    23.0   23.0
 11 2000.411407 1.980E-30 6.537E-09.06860.333  982.91170.620.000000          0 1 0          0 0 0  9  4  6        8  2  6     q5322308079917122 0    19.0   17.0
 11 2000.416267 2.606E-30 7.489E-06.07460.371 2552.85720.66-.009310          0 0 1          0 1 0  7  3  5        6  5  2      534446837294713152    45.0   39.0
 11 2000.903259 3.567E-24 5.799E+00.04090.229 2406.14310.52-.009525          0 2 0          0 1 0  6  6  1        5  5  0      587777835910162545    39.0   33.0
 11 2001.003247 6.940E-30 2.695E+00.05150.352 4782.92000.50-.004950          0 1 1          0 0 1  8  6  3        7  5  2      532230837294713152    17.0   15.0
 11 2001.016702 1.330E-24 6.488E+00.03610.219 2406.14090.74-.010037          0 2 0          0 1 0  6  6  0        5  5  1      587777835910162545    13.0   11.0
 11 2001.058284 1.334E-30 2.055E-04.07880.281 3441.03950.720.017520          0 0 1          0 1 0 10  5  5       11  3  8      532230837294713152    63.0   69.0
 11 2001.196701 9.842E-30 8.692E-01.03280.265 4557.55490.36-.005650          0 2 0          0 1 0 12  9  3       12  8  4      432230837294713152    25.0   25.0
 11 2001.205113 2.953E-29 8.693E-01.03270.265 4557.54630.36-.005650          0 2 0          0 1 0 12  9  4       12  8  5      434233837294713152    75.0   75.0
 11 2001.290103 2.081E-29 2.691E+00.05090.352 4782.66210.49-.004590          0 1 1          0 0 1  8  6  2        7  5  3      434233837294713152    51.0   45.0
 11 2001.374834 1.071E-29 1.235E-01.07940.352 4033.61450.68-.024530          0 1 1          0 2 0  7  1  6        7  3  5      434233837294713152    15.0   15.0
 11 2001.433090 7.512E-30 9.443E-01.03220.250 4871.97880.34-.007000          0 2 0          0 1 0 13  9  4       13  8  5      432230837294713152    81.0   81.0
 11 2001.463008 2.504E-30 9.442E-01.03210.250 4871.94800.34-.006970          0 2 0          0 1 0 13  9  5       13  8  6      432230837294713152    27.0   27.0
 11 2001.486720 6.712E-28 6.762E-01.09410.412 3375.29800.72-.004990          1 1 0          0 2 0  3  1  3        4  0  4      434223837294713152     7.0    9.0
 11 2001.573481 3.490E-27 1.387E+01.00500.172 4021.2188-.43-.002090          0 1 0          0 0 0 20  1 19       19  2 18      474223837260713049    41.0   39.0
 11 2001.578515 1.047E-26 1.387E+01.00500.172 4021.2179-.43-.002080          0 1 0          0 0 0 20  2 19       19  1 18      474223837260713049   123.0  117.0
 11 2001.885759 4.070E-25 6.624E-01.07180.371 2406.14310.41-.002000          0 0 1          0 1 0  6  3  3        5  5  0      567773835910162559    39.0   33.0
 11 2001.922117 2.686E-29 4.192E-01.05270.250 4442.71290.50-.028820          0 0 1          0 1 0 13  6  8       13  6  7      434233837294713152    81.0   81.0
 11 2002.412676 4.874E-30 1.938E+01.00810.161 5713.2495-.300.000000          0 1 0          0 0 0 25  0 25       24  1 24      3333308387659336 0   153.0  147.0
 11 2002.416583 1.625E-30 1.939E+01.00810.161 5713.2495-.300.000000          0 1 0          0 0 0 25  1 25       24  0 24      3333308387659336 0    51.0   49.0
 11 2003.000247 2.304E-24 3.682E-01.09500.511 1731.89670.700.001343          1 0 0          0 1 0  2  1  2        3  0  3      587777835910162545    15.0   21.0
 11 2003.098823 2.030E-30 5.021E-02.08110.371 4190.26220.690.006750          1 1 0          1 0 0  7  4  4        6  1  5      432230837294713152    15.0   13.0
 11 2003.392250 2.620E-24 5.348E-01.10220.452 1677.06140.78-.011078          1 0 0          0 1 0  1  0  1        2  1  2      587777835910162545     9.0   15.0
 11 2003.571428 9.071E-28 6.543E+00.07090.352 4188.39430.66-.006430          0 3 0          0 2 0  8  5  4        7  4  3      434426837294713152    51.0   45.0
 11 2003.612114 6.552E-29 4.314E-03.05790.298 3058.39840.54-.002560          0 0 1          0 1 0 11  0 11       10  2  8      534233837294713152    23.0   21.0
 11 2003.635519 3.952E-25 6.459E-01.07850.457 2146.26370.70-.007000          0 0 1          0 1 0  5  1  4        6  1  5      577723835910163159    11.0   13.0
 11 2004.015145 7.619E-28 7.471E-01.10170.434 3299.99110.75-.013490          1 1 0          0 2 0  2  0  2        3  1  3      434223837294713152     5.0    7.0
